Ref,programme_code,Sex,AgeGroup,age,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,Sponsored,GRADUATED
9996320,95,1,1,35,3,3,2,2,3,2,3,2,3,0,1
9996321,4,1,1,26,4,3,4,5,5,4,4,4,3,1,1
9996322,14,1,1,30,3,3,2,3,3,2,3,3,4,1,1
9996323,14,1,1,27,3,3,3,3,3,2,3,3,3,1,1
9996324,33,1,0,24,3,3,2,2,2,2,3,3,3,0,1
9996325,5,0,1,26,2,1,1,3,0,2,3,2,0,1,0
9996326,17,0,1,26,3,3,3,3,3,4,3,3,4,1,1
9996327,1,1,1,30,3,2,2,2,2,3,3,2,3,1,1
9996328,1,1,1,27,2,2,2,1,1,3,2,2,1,1,0
9996329,19,0,1,28,2,2,2,0,2,2,3,2,2,1,0
9996330,42,0,0,25,4,4,3,3,4,4,4,3,4,1,1
9996331,18,0,0,25,3,2,3,3,3,4,3,4,3,1,1
9996332,5,0,0,24,3,3,3,2,4,3,4,4,4,1,1
9996333,44,0,1,26,2,2,2,2,2,0,4,2,0,1,0
9996336,41,0,0,25,3,3,2,2,3,3,5,2,3,1,1
9996337,96,0,1,30,3,3,2,3,2,3,4,3,3,0,1
9996338,19,0,1,26,2,2,2,2,2,2,3,2,2,1,0
9996339,19,1,1,26,3,3,4,3,3,3,3,3,2,1,1
9996340,2,1,1,26,0,2,2,3,4,3,0,3,0,1,0
9996341,15,0,1,29,3,2,3,3,3,3,3,3,3,1,1
9996342,17,1,1,27,0,3,3,2,0,2,2,0,0,1,0
9996343,30,1,0,25,3,1,2,3,2,3,3,3,4,1,1
9996344,1,1,1,31,3,2,2,3,3,3,3,3,4,1,1
9996345,42,1,0,25,3,2,2,2,2,2,4,3,3,1,1
9996346,41,1,1,32,3,3,3,2,3,3,4,4,4,1,1
9996347,45,0,1,28,2,2,2,2,0,2,3,2,3,1,0
9996348,17,0,0,25,3,2,2,2,4,3,3,3,3,0,1
9996349,19,0,0,25,2,2,0,0,3,2,2,2,3,1,0
9996350,45,0,1,26,3,3,2,2,3,3,4,3,2,1,1
9996351,17,0,0,25,3,2,2,2,2,3,3,3,3,1,1
9996352,15,0,0,25,3,3,3,2,3,3,3,3,3,0,1
9996353,89,1,0,25,3,3,3,3,4,3,4,2,3,1,1
9996354,17,0,0,25,3,3,2,2,2,4,3,4,3,1,1
9996355,98,0,1,26,3,3,2,3,3,3,3,3,4,1,1
9996356,89,1,1,28,3,3,2,3,2,2,3,3,3,1,1
9996357,45,0,1,27,0,1,0,2,0,0,3,0,0,1,0
9996358,86,0,1,26,3,2,2,3,2,2,3,3,3,1,1
9996359,17,0,1,26,0,2,2,2,0,3,2,0,0,1,0
9996360,5,1,1,26,3,3,3,2,3,3,4,3,4,1,1
9996361,4,1,1,26,3,2,2,2,2,2,3,3,3,1,1
9996362,77,0,1,28,3,3,2,0,3,2,4,2,3,1,0
9996363,19,0,0,25,3,3,3,3,3,3,3,3,4,1,1
9996364,19,1,1,27,3,3,3,2,2,3,3,3,3,1,1
9996365,19,1,1,29,2,2,3,2,2,2,2,2,2,1,0
9996366,19,1,0,25,3,3,3,2,2,3,3,3,3,1,1
9996367,14,0,1,26,3,3,3,4,3,3,4,4,3,1,1
9996368,97,0,1,30,3,2,2,3,2,2,5,3,3,1,1
9996369,1,0,1,26,2,2,2,2,0,2,2,2,2,1,0
9996370,2,1,1,27,4,3,3,3,4,4,3,4,4,1,1
9996371,1,1,1,29,0,2,0,3,3,2,2,0,0,1,0
9996372,41,1,1,26,3,4,4,3,2,2,3,4,3,1,1
9996373,5,1,1,27,3,3,3,3,3,3,4,4,3,1,1
9996374,44,0,1,26,3,3,2,3,4,3,3,3,3,1,1
9996375,87,1,1,32,2,2,2,2,2,0,3,3,2,1,0
9996376,89,0,0,25,3,3,2,2,3,3,3,2,3,1,1
9996377,5,1,1,26,3,3,3,3,3,3,4,2,2,1,0
9996378,18,1,1,28,3,3,3,3,3,2,4,3,3,1,1
9996379,97,1,1,31,3,3,2,3,2,2,4,2,2,1,1
9996380,14,0,1,26,3,3,3,4,3,3,4,4,3,1,1
9996381,33,1,1,28,2,2,2,2,2,2,3,2,3,1,0
9996382,17,0,0,25,3,4,3,3,3,3,4,4,4,1,1
9996383,5,1,0,25,3,2,2,2,2,3,4,2,3,1,0
9996384,5,0,1,26,2,2,2,2,2,2,3,3,2,1,0
9996385,89,1,1,30,3,3,3,2,3,3,3,3,3,1,1
9996387,87,1,1,28,2,2,2,1,2,0,2,2,1,1,0
9996388,44,0,1,30,3,3,2,2,2,2,3,3,3,1,1
9996389,15,1,1,31,3,2,2,2,3,2,2,2,4,0,1
9996390,17,0,1,26,3,2,0,2,2,2,3,3,3,1,1
9996391,14,1,1,26,3,4,3,3,3,2,4,3,4,1,1
9996392,1,0,1,27,2,2,2,2,2,2,2,2,3,1,0
9996393,17,0,0,25,3,3,3,3,3,4,3,4,3,1,1
9996394,25,0,1,28,3,3,3,3,3,2,4,3,4,1,1
9996395,98,1,1,28,3,4,3,3,3,3,4,3,3,1,1
9996396,2,0,0,25,2,2,2,0,2,3,3,3,2,1,0
9996397,4,0,1,26,3,2,2,0,2,2,3,3,3,1,0
9996398,98,1,1,26,3,3,3,3,3,3,4,3,3,1,1
9996399,45,1,1,27,4,3,3,3,3,3,4,4,4,1,1
9996400,44,1,1,26,2,2,2,2,3,2,3,2,3,1,0
9996401,45,0,0,25,3,3,2,3,3,3,4,4,3,1,1
9996402,33,0,0,25,3,2,3,3,3,3,4,4,4,1,1
9996403,97,0,1,26,3,3,2,3,3,3,3,3,3,1,1
9996404,17,1,1,26,3,2,2,2,3,3,3,3,4,1,1
9996405,24,0,1,28,3,2,3,2,2,3,4,3,3,0,1
9996406,41,0,1,26,4,4,4,4,4,3,4,3,4,1,1
9996407,45,0,1,28,2,2,2,2,2,0,3,2,0,1,0
9996409,19,0,0,25,2,2,2,1,2,3,3,3,2,1,0
9996410,5,1,1,28,2,2,3,2,3,2,2,1,0,1,0
9996411,44,0,1,27,3,3,3,2,2,2,3,2,3,1,1
9996412,17,1,1,28,3,2,2,2,2,3,4,3,3,1,1
9996415,24,1,1,34,3,3,3,2,3,3,3,3,3,0,1
9996416,96,0,1,26,3,3,2,3,3,3,4,4,4,1,1
9996417,44,1,1,26,2,2,2,0,0,2,3,2,2,1,0
9996418,17,1,1,26,3,3,3,3,3,3,3,3,3,1,1
9996419,10,1,1,32,3,2,2,2,4,4,3,3,4,0,1
9996420,5,0,1,31,3,2,3,2,3,2,3,3,3,1,0
9996421,17,0,1,27,3,3,3,3,3,3,3,4,3,1,1
9996422,77,0,1,32,3,3,3,3,3,3,5,3,4,0,1
9996423,42,1,1,30,3,3,3,2,2,2,5,3,3,1,1
9996424,19,0,1,27,2,2,0,2,2,2,2,2,3,1,0
9996425,2,1,1,27,2,1,0,2,2,0,2,2,2,1,0
9996426,96,0,1,26,4,4,4,3,4,3,4,4,4,0,1
9996427,5,1,1,27,4,3,4,2,4,4,4,3,4,1,1
9996428,95,1,1,33,4,3,3,4,3,4,4,4,4,0,1
9996429,17,0,0,25,3,2,2,2,2,3,3,3,4,1,1
9996430,89,1,1,29,2,2,2,2,0,2,5,2,2,1,0
9996431,87,0,1,29,3,2,3,3,3,3,3,3,3,1,1
9996432,19,0,1,31,3,2,3,3,2,3,3,3,3,1,1
9996433,2,0,0,25,4,4,4,4,4,4,4,4,4,1,1
9996434,17,0,0,25,3,3,3,2,3,4,3,4,3,1,1
9996435,18,0,1,26,3,2,2,3,3,2,4,3,4,1,1
9996436,17,1,1,28,3,2,3,3,3,4,3,3,3,1,1
9996437,44,0,0,25,2,2,0,0,2,2,3,2,3,1,0
9996438,77,1,1,28,3,4,3,2,3,3,5,3,4,1,1
9996439,17,0,0,25,3,3,2,3,3,3,3,4,3,1,1
9996440,11,0,1,29,3,3,3,2,2,3,3,2,3,0,1
9996441,2,1,1,26,3,3,3,2,3,4,3,3,4,1,1
9996442,41,1,1,27,3,3,3,3,2,2,4,3,3,1,1
9996443,17,1,1,29,3,2,3,3,3,3,3,3,3,1,1
9996444,44,0,1,26,2,3,2,0,2,0,3,3,3,1,0
9996445,2,1,1,27,3,2,3,2,3,2,3,3,3,1,1
9996446,14,0,0,25,4,3,3,4,4,3,4,4,4,1,1
9996447,1,0,1,29,2,2,0,2,2,2,2,2,2,1,0
9996448,89,0,1,27,3,3,2,3,3,3,4,4,4,1,1
9996449,14,1,1,26,3,3,3,4,4,3,4,4,3,1,1
9996450,92,1,1,28,3,3,3,4,3,4,4,4,3,0,1
9996451,44,1,1,27,2,3,2,2,2,0,4,0,2,1,0
9996452,30,1,1,29,3,2,2,3,3,3,3,3,4,1,1
9996453,25,0,1,26,3,2,2,2,3,2,4,3,3,1,1
9996454,29,1,1,26,2,2,2,2,2,2,3,0,2,1,0
9996455,87,1,1,26,0,2,2,2,2,0,1,0,0,1,0
9996456,17,0,1,27,3,4,3,3,3,3,4,4,3,1,1
9996457,95,1,1,28,3,3,3,2,3,3,3,3,4,0,1
9996458,15,0,1,27,2,2,2,2,2,2,3,2,3,0,0
9996459,1,1,0,25,3,2,2,3,3,3,3,3,3,1,1
9996460,15,0,1,29,3,2,3,2,3,3,3,3,3,1,1
9996461,17,1,1,30,3,2,3,2,2,3,4,4,3,1,1
9996462,42,1,1,27,2,2,1,0,2,0,5,0,2,0,0
9996463,1,0,1,27,2,2,2,0,0,3,3,2,2,1,0
9996464,17,0,0,25,3,3,3,3,3,3,3,3,3,1,1
9996465,2,1,1,29,2,2,2,2,2,0,3,2,0,1,0
9996466,89,1,1,27,3,3,3,2,3,2,5,3,3,1,1
9996467,4,0,0,25,3,2,2,2,3,3,4,3,3,1,1
9996469,77,1,1,26,3,2,2,1,2,2,3,2,3,0,0
9996470,19,0,0,25,3,3,3,2,3,3,3,3,3,1,1
9996471,89,0,1,35,3,4,3,3,3,2,5,3,4,1,1
9996472,5,0,1,28,1,1,0,2,0,0,3,2,1,1,0
9996473,41,1,1,29,3,3,2,2,2,3,4,3,3,1,1
9996474,2,0,1,26,3,3,3,2,3,2,3,3,3,1,1
9996475,78,1,1,31,3,3,2,2,0,3,4,3,2,1,1
9996476,1,1,2,38,3,3,2,3,3,3,3,3,3,1,1
9996477,78,1,1,28,3,3,3,2,3,3,4,3,4,1,1
9996478,87,0,1,30,2,2,2,2,2,2,2,2,3,1,0
9996479,98,0,0,25,3,3,2,3,3,3,4,2,3,1,1
9996480,11,0,1,31,3,2,2,2,2,3,3,2,3,0,0
9996481,98,1,1,28,3,3,2,3,3,3,2,3,3,1,1
9996482,98,1,1,29,4,4,4,3,4,4,4,4,3,1,1
9996483,89,0,1,27,3,2,2,2,3,2,5,3,4,1,0
9996484,17,0,1,26,3,2,3,2,3,3,3,3,3,1,1
9996485,96,0,1,28,3,3,3,3,3,3,4,3,3,1,1
9996486,29,1,1,29,2,2,2,2,2,0,2,2,2,1,0
9996487,18,1,0,25,3,2,2,3,3,3,3,2,3,1,1
9996488,5,1,1,28,3,2,1,0,3,0,4,3,3,1,0
9996489,14,0,0,25,3,3,3,3,3,3,3,4,4,1,1
9996490,17,1,1,30,2,2,2,2,0,3,3,3,2,1,0
9996491,98,1,1,26,3,3,3,3,2,2,4,2,0,1,0
9996492,4,0,1,28,3,2,3,2,3,3,3,3,3,1,1
9996493,14,1,1,26,4,4,3,4,4,3,4,4,4,1,1
9996494,42,1,1,26,3,3,3,2,2,3,5,3,4,1,1
9996496,17,0,1,26,3,4,4,2,3,4,4,4,3,1,1
9996497,44,0,0,25,2,2,2,2,2,1,4,2,2,1,0
9996498,41,1,1,27,3,3,2,3,2,2,4,3,4,1,1
9996499,89,1,1,31,3,3,2,2,3,3,5,3,3,1,1
9996501,2,1,1,28,3,3,3,2,3,3,3,2,2,1,0
9996502,45,1,1,27,3,2,2,3,3,3,5,4,3,1,1
9996503,89,1,1,30,3,4,3,3,3,3,4,3,3,1,1
9996504,41,1,1,29,3,2,2,2,2,2,4,3,3,1,1
9996505,18,1,1,26,2,3,2,2,2,2,2,0,2,1,0
9996506,95,1,1,27,3,3,3,2,3,3,3,3,4,0,1
9996507,89,1,1,27,3,3,3,2,3,3,4,3,3,1,1
9996508,14,0,0,25,4,4,3,4,4,3,4,4,3,1,1
9996509,45,0,1,26,3,2,0,2,2,2,4,3,3,1,1
9996510,89,1,1,32,3,3,3,2,2,2,2,3,3,1,0
9996511,14,1,1,29,3,3,3,3,3,2,4,4,4,1,1
9996512,17,0,0,25,3,3,3,3,3,3,3,2,3,1,1
9996513,17,1,1,26,3,3,3,3,3,3,4,4,3,1,1
9996514,85,1,1,29,2,2,2,3,2,2,3,3,3,1,0
9996515,19,1,1,28,3,3,2,2,2,2,3,2,2,1,1
9996516,16,0,1,26,2,2,2,2,2,2,2,2,2,1,0
9996517,3,0,1,27,3,2,2,3,3,3,3,3,3,1,1
9996518,17,1,1,26,4,4,4,3,3,4,3,4,3,1,1
9996519,41,1,1,26,4,4,4,5,4,4,4,4,4,1,1
9996521,17,1,1,27,3,3,3,3,3,3,4,3,3,1,1
9996522,97,0,1,27,4,3,3,4,4,3,5,4,3,1,1
9996523,1,1,1,28,3,3,3,3,3,3,3,3,3,1,1
9996524,98,1,1,31,3,3,0,3,2,2,4,2,3,1,0
9996525,17,1,1,26,2,3,2,2,2,2,3,3,2,1,0
9996526,98,0,0,25,3,3,2,2,2,3,3,2,3,1,1
9996527,29,0,1,27,3,2,2,2,3,2,3,3,3,1,0
9996528,42,1,1,27,4,4,4,4,4,3,4,3,4,0,1
9996529,96,0,2,37,3,2,0,3,3,2,4,3,3,1,1
9996530,89,0,1,29,3,3,0,2,2,2,4,2,3,1,0
9996531,18,0,0,25,3,2,2,3,3,3,4,4,0,1,1
9996532,17,1,1,28,2,2,2,0,2,0,3,3,2,1,0
9996533,3,0,1,33,3,2,3,3,3,3,3,3,3,1,1
9996534,17,0,1,27,3,3,3,2,3,3,3,3,3,1,1
9996535,18,0,1,27,3,2,2,3,3,3,3,3,3,1,1
9996536,5,0,0,25,3,3,3,2,2,2,4,3,3,1,1
9996538,5,1,1,26,3,2,2,0,3,2,4,3,3,1,0
9996539,87,0,1,33,2,2,2,0,2,2,3,2,3,1,0
9996540,33,0,0,25,4,2,3,3,3,4,4,4,4,1,1
9996541,2,1,1,30,2,3,2,2,0,0,4,0,0,1,0
9996542,45,1,1,26,4,4,4,4,4,4,4,4,4,1,1
9996543,95,1,1,28,2,2,2,2,1,2,2,3,3,0,0
9996544,2,1,1,33,2,2,2,2,0,2,2,0,0,1,0
9996545,98,1,1,28,3,3,2,3,3,3,3,2,2,1,0
9996546,19,0,1,29,2,2,0,2,2,2,3,2,2,1,0
9996548,2,0,1,29,0,1,2,0,2,0,2,0,0,1,0
9996549,85,1,1,26,2,2,2,3,2,2,3,2,2,1,0
9996550,17,1,1,27,3,3,2,2,0,3,3,3,2,1,0
9996551,95,0,2,38,3,1,2,2,2,3,3,3,3,0,1
9996552,2,0,1,28,4,4,4,3,3,3,4,4,4,1,1
9996553,2,0,1,28,3,2,2,2,3,3,3,3,3,1,1
9996554,97,0,1,26,3,3,0,3,2,2,4,3,3,1,1
9996555,45,1,1,28,3,2,0,2,2,4,3,4,3,0,1
9996556,45,0,1,26,3,2,2,2,2,2,4,4,3,1,1
9996558,87,0,1,29,3,3,3,3,3,3,4,2,4,1,1
9996559,44,0,1,30,2,2,2,2,2,0,3,2,2,1,0
9996560,41,0,0,24,3,3,3,3,3,4,4,3,4,1,1
9996561,42,1,1,28,2,2,0,1,2,2,4,2,3,1,0
9996562,41,1,1,28,3,3,3,3,2,3,4,3,3,1,1
9996563,41,0,0,25,3,4,3,3,3,3,4,3,3,1,1
9996564,15,0,1,29,3,3,4,3,3,3,4,3,3,1,1
9996565,17,1,1,33,2,2,2,2,1,2,2,3,3,1,0
9996566,85,0,1,26,3,2,2,3,3,3,3,3,3,1,1
9996568,42,1,1,26,3,3,3,3,3,3,4,3,3,0,1
9996569,17,0,1,26,3,3,4,3,3,4,3,4,4,1,1
9996570,42,1,1,27,3,4,3,2,3,3,4,3,3,1,1
9996571,5,1,1,29,3,2,3,3,3,3,4,2,0,1,0
9996572,45,0,1,28,3,3,2,2,2,2,5,2,3,1,1
9996573,94,1,1,29,0,0,2,2,0,2,2,1,0,0,0
9996574,17,1,1,27,2,2,0,1,2,2,2,2,2,1,0
9996575,15,1,1,32,2,2,3,2,2,2,3,2,2,1,0
9996576,1,0,0,25,3,3,3,3,3,3,3,3,3,1,1
9996577,41,0,1,29,3,3,2,2,0,0,4,2,3,1,0
9996578,19,0,1,28,2,2,2,2,0,2,3,2,3,1,0
9996579,2,1,1,27,3,2,2,2,2,3,3,2,3,1,1
9996580,15,0,1,30,3,2,3,2,3,3,3,3,2,1,1
9996581,1,0,1,33,2,2,2,2,2,2,2,3,2,1,0
9996582,98,1,1,27,3,3,2,3,3,2,2,2,3,1,1
9996583,17,1,1,28,3,3,3,2,3,3,4,4,3,1,1
9996584,16,0,0,25,3,3,2,2,2,2,3,3,2,1,1
9996586,41,1,1,27,4,4,3,4,4,3,4,4,4,1,1
9996587,33,0,0,25,3,1,2,3,3,3,3,3,4,1,1
9996588,89,1,0,25,4,4,4,4,4,4,3,4,4,1,1
9996589,5,1,1,26,2,2,2,2,2,2,4,2,2,1,0
9996590,98,0,1,27,4,3,3,3,4,4,4,4,4,1,1
9996591,1,0,1,32,3,3,2,2,3,3,3,3,3,1,1
9996592,1,0,1,27,2,2,2,1,2,2,2,2,2,1,0
9996593,19,0,1,26,3,2,2,0,3,3,2,3,3,1,1
9996594,5,1,1,28,2,2,3,3,3,3,3,2,0,1,0
9996595,44,1,0,25,2,2,2,0,0,2,3,2,3,1,0
9996596,44,1,1,33,3,4,3,3,4,4,3,3,3,1,1
9996597,5,1,1,26,4,4,4,3,4,3,4,4,4,1,1
9996598,87,1,0,25,3,2,2,2,3,3,4,2,2,1,1
9996599,2,1,0,25,4,3,4,3,3,4,3,4,4,1,1
9996600,14,0,0,25,4,3,4,4,4,3,4,4,4,1,1
9996601,17,1,0,25,3,3,2,2,2,3,3,3,3,1,1
9996602,97,0,1,27,3,3,2,3,3,3,4,3,3,1,1
9996603,17,0,1,29,2,2,0,0,2,2,2,2,2,1,0
9996604,44,0,1,28,2,2,2,2,2,0,4,2,3,1,0
9996605,1,0,1,28,3,3,2,3,3,3,3,3,3,1,1
9996606,1,1,1,26,2,2,2,2,2,2,2,2,3,1,0
9996607,87,0,1,28,3,2,3,2,3,3,4,3,3,1,1
9996608,2,1,1,28,2,3,3,2,2,1,2,0,2,1,0
9996609,17,1,1,31,3,3,3,2,3,3,3,3,3,1,1
9996610,1,0,1,32,2,2,2,2,2,2,2,2,2,1,0
9996611,89,0,1,26,4,4,4,4,4,4,4,5,5,0,1
9996612,89,0,0,24,4,4,3,3,3,4,4,4,4,1,1
9996613,19,1,1,26,2,2,2,2,2,2,2,2,0,1,0
9996614,1,1,1,28,2,3,2,2,2,2,2,2,3,1,0
9996615,14,1,1,30,3,3,3,3,4,3,4,4,3,1,1
9996616,41,0,1,30,3,2,3,3,2,3,4,3,3,1,1
9996617,1,0,1,31,2,3,2,2,2,2,3,2,3,1,0
9996618,89,1,1,30,3,4,3,2,3,2,5,3,3,1,1
9996619,44,1,1,29,2,2,2,2,2,0,4,2,1,1,0
9996620,17,1,0,25,3,3,2,3,3,3,3,3,3,1,1
9996621,87,0,1,27,3,2,2,3,3,3,3,3,3,1,1
9996622,89,1,1,28,3,4,2,3,3,2,4,3,3,1,1
9996623,41,1,1,26,4,4,3,3,3,4,4,4,4,1,1
9996624,77,1,1,28,3,4,3,0,3,2,3,3,3,1,0
9996625,98,1,1,26,3,4,3,3,3,3,4,3,3,1,1
9996626,78,0,1,26,3,2,3,2,2,2,4,3,3,1,1
9996627,15,0,1,32,3,3,3,2,3,4,3,3,2,1,1
9996629,97,0,1,28,3,3,3,3,3,3,5,3,3,1,1
9996630,17,1,1,26,3,3,3,2,2,2,3,2,2,1,1
9996631,4,1,2,38,3,2,2,1,2,2,4,3,3,1,0
9996632,19,1,1,31,0,2,2,2,2,2,2,2,0,1,0
9996633,42,1,1,30,3,3,2,0,3,2,4,3,3,1,1
9996634,5,1,1,27,3,3,2,3,3,3,4,3,3,1,0
9996635,42,0,1,28,3,2,0,3,3,2,5,2,3,1,1
9996636,16,0,1,27,2,2,2,2,2,2,2,2,2,1,0
9996637,1,0,0,25,2,2,2,0,2,2,2,2,2,1,0
9996638,19,0,0,25,2,2,0,2,2,2,3,3,3,1,0
9996639,5,1,1,26,4,3,4,3,4,4,4,4,4,1,1
9996640,5,1,1,26,3,2,2,2,2,3,3,3,3,1,0
9996641,4,1,1,26,3,2,3,2,3,2,3,3,3,1,1
9996642,14,0,0,25,3,3,3,4,3,3,4,3,3,1,1
9996643,89,1,1,26,3,3,2,2,2,2,4,3,3,1,1
9996644,2,0,0,25,3,3,3,2,2,3,3,4,3,1,1
9996645,41,0,1,26,3,3,3,0,2,3,3,3,3,1,1
9996646,17,1,1,28,2,2,2,2,0,1,2,2,2,0,0
9996647,9,1,0,24,2,2,0,2,3,2,3,1,1,0,0
9996648,17,0,1,30,3,3,3,3,2,3,3,3,3,1,1
9996649,17,0,0,25,3,2,2,2,2,3,3,3,3,1,1
9996651,17,1,1,26,3,3,2,2,2,2,3,2,2,1,1
9996652,89,1,1,27,3,3,2,3,3,3,4,3,3,1,1
9996653,19,0,1,26,2,2,2,1,2,2,3,3,3,1,0
9996654,41,1,1,26,3,3,2,2,0,2,4,3,3,1,1
9996655,77,1,1,28,3,3,2,0,3,3,4,2,2,1,1
9996656,2,0,1,27,2,2,2,2,2,2,3,3,2,1,0
9996657,14,1,1,26,3,3,3,3,3,2,3,3,3,1,1
9996658,14,0,1,27,3,3,3,3,3,2,4,3,3,1,1
9996659,14,1,2,37,3,2,2,3,2,2,3,3,3,0,1
9996660,17,1,1,26,3,3,2,2,3,3,3,3,3,1,0
9996662,5,1,1,27,1,3,0,0,3,2,2,1,0,0,0
9996663,95,0,1,27,3,2,3,2,3,3,3,2,3,0,1
9996664,5,1,1,28,3,3,3,3,4,3,4,3,3,1,1
9996665,17,0,0,25,3,3,3,2,3,3,3,3,3,1,1
9996666,19,0,1,27,4,3,3,3,3,4,4,3,3,0,1
9996667,97,1,1,30,3,3,2,3,3,2,5,2,2,1,0
9996668,29,1,1,27,3,2,2,3,3,2,3,2,3,1,0
9996669,41,0,0,25,4,4,4,4,3,3,5,4,4,1,1
9996670,4,1,1,28,2,2,2,0,3,2,3,3,2,1,0
9996671,19,0,0,25,3,3,2,3,2,3,3,3,3,1,1
9996672,16,1,1,29,2,2,3,2,0,2,2,3,2,1,0
9996673,1,0,1,28,3,3,3,3,3,2,3,3,3,0,1
9996674,1,1,1,28,3,3,2,3,3,3,4,3,3,1,1
9996675,16,0,1,26,2,2,2,2,1,2,2,2,2,1,0
9996676,89,1,1,28,3,3,2,2,2,2,4,2,2,1,0
9996677,97,0,1,26,3,2,2,3,3,3,4,3,3,1,1
9996679,1,0,1,26,2,2,0,2,2,2,2,2,0,1,0
9996680,17,1,1,26,0,4,3,3,2,3,0,0,0,1,0
9996681,30,1,1,28,2,2,2,2,2,3,3,2,3,1,0
9996683,19,0,1,26,3,2,2,2,2,3,2,3,3,1,1
9996684,15,0,0,24,2,2,3,2,2,2,3,2,2,1,0
9996685,19,0,1,26,3,2,2,2,3,3,3,3,2,1,1
9996686,15,0,1,26,3,3,4,3,3,4,4,3,3,1,1
9996687,42,1,1,28,3,2,2,0,0,2,4,2,3,1,0
9996687,42,1,1,28,2,2,2,0,0,2,4,2,3,1,0
9996688,5,1,1,26,2,2,2,1,0,2,3,2,2,1,0
9996689,5,0,0,25,3,3,3,3,3,2,3,3,3,0,1
9996690,14,0,1,26,3,2,3,3,3,2,3,4,4,1,1
9996691,96,0,0,25,3,2,2,3,2,2,3,3,3,1,1
9996692,98,1,0,25,3,4,2,3,2,3,4,3,3,1,1
9996693,98,1,1,26,3,4,3,2,3,2,3,2,2,1,0
9996694,45,0,1,27,3,2,2,2,2,3,4,4,3,1,1
9996695,41,1,1,27,3,3,3,3,2,2,3,3,3,1,1
9996696,45,0,1,26,3,2,2,2,3,3,4,3,3,1,1
9996697,5,1,1,26,3,2,2,2,2,2,3,3,3,1,1
9996698,17,1,1,26,2,2,2,0,0,2,2,3,3,1,0
9996699,17,1,1,27,3,3,3,3,3,3,3,2,2,1,0
9996700,17,0,0,25,3,2,2,0,1,2,3,4,3,1,1
9996701,2,1,0,25,3,2,4,2,3,3,3,3,3,1,1
9996703,14,1,1,26,4,3,3,4,3,3,4,4,4,1,1
9996704,17,1,1,26,3,3,3,3,3,4,3,4,4,1,1
9996705,17,1,1,26,3,3,3,3,3,4,4,4,3,1,1
9996707,5,1,1,29,1,2,3,0,2,0,3,0,0,1,0
9996708,17,0,1,26,3,4,3,2,3,3,3,3,3,1,1
9996709,41,0,0,25,4,4,4,4,4,3,5,4,4,1,1
9996711,96,0,1,27,3,3,2,3,2,2,4,2,2,1,1
9996712,44,0,0,24,3,2,2,2,2,2,4,2,3,1,1
9996713,42,1,1,28,3,4,3,3,2,2,5,3,3,1,1
9996714,14,1,1,30,3,2,3,3,3,2,3,3,3,0,1
9996715,45,0,1,26,3,2,2,2,2,2,5,2,2,1,0
9996716,97,0,1,27,3,2,2,3,3,3,4,3,3,1,1
9996717,87,0,1,29,3,3,3,3,3,3,3,4,3,1,1
9996718,97,0,1,31,3,2,0,3,2,0,3,3,3,1,0
9996719,1,0,1,26,3,3,3,3,4,3,4,4,3,1,1
9996720,2,1,0,25,2,2,2,2,3,3,3,1,0,1,0
9996721,15,0,1,29,3,3,3,2,2,3,3,3,3,1,0
9996722,77,1,0,25,3,3,2,0,3,2,2,3,4,1,1
9996723,97,0,1,30,3,2,2,3,2,2,3,3,3,1,1
9996724,92,0,0,25,3,2,3,3,3,3,3,3,3,0,1
9996725,1,0,1,28,3,2,2,2,2,3,3,3,3,1,1
9996726,16,0,1,28,2,2,2,0,0,2,2,2,2,1,0
9996727,96,0,1,26,3,2,3,2,3,2,3,2,2,1,1
9996728,77,1,1,26,3,2,2,2,3,2,4,2,3,1,0
9996729,33,1,1,26,2,2,0,2,2,2,3,2,3,1,0
9996730,2,0,1,28,3,4,2,3,3,2,4,3,3,1,1
9996731,33,0,0,25,4,2,3,3,3,4,4,5,5,1,1
9996732,17,0,1,27,3,3,3,3,4,3,4,3,3,1,1
9996733,98,1,1,27,3,3,2,3,3,3,4,2,3,1,1
9996734,18,1,1,29,3,2,2,3,3,2,3,2,0,1,1
9996735,87,0,1,28,3,2,3,3,3,3,4,3,3,1,1
9996736,2,0,1,26,2,2,2,0,2,1,3,2,3,1,0
9996737,41,1,1,26,2,2,2,2,2,2,3,3,2,1,0
9996738,17,1,1,28,3,3,2,2,3,3,3,3,3,1,1
9996739,1,1,1,27,3,2,2,3,3,3,3,3,2,1,1
9996740,17,0,1,27,3,3,3,3,4,3,3,3,3,1,1
9996741,41,1,1,27,4,4,3,4,4,4,4,4,4,1,1
9996742,1,1,2,37,3,2,2,2,3,2,2,2,3,0,1
9996744,11,1,2,45,0,2,2,2,2,3,2,2,0,0,0
9996745,15,0,1,29,2,1,2,0,0,1,3,2,2,0,0
9996746,92,1,1,33,3,2,2,3,3,3,3,3,2,0,1
9996748,94,0,2,39,3,2,3,3,3,3,3,3,3,0,1
9996749,15,0,1,32,2,2,2,2,2,2,3,3,3,0,0
9996750,2,1,1,30,2,2,2,1,0,0,3,2,2,0,0
9996751,16,1,1,31,3,2,3,3,3,2,3,4,2,1,1
9996752,16,1,1,33,2,2,2,0,0,2,2,2,2,0,0
