Ref,Sex,AgeGroup,programme_code,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU6942,0,1,1,2,0,0,2,3,2,2,2,3,0
STU6943,0,1,1,2,1,0,2,0,2,2,2,2,0
STU6944,0,1,2,3,2,2,2,3,2,3,3,3,1
STU6945,0,1,77,4,4,3,2,4,4,4,4,5,1
STU6946,0,1,5,3,2,3,3,3,4,3,4,3,1
STU6602,0,1,97,3,3,2,3,3,3,4,3,3,1
STU6603,0,1,17,2,2,0,0,2,2,2,2,2,0
STU6604,0,1,44,2,2,2,2,2,0,4,2,3,0
STU6605,0,1,1,3,3,2,3,3,3,3,3,3,1
STU6606,1,1,1,2,2,2,2,2,2,2,2,3,0
STU6607,0,1,87,3,2,3,2,3,3,4,3,3,1
STU6608,1,1,2,2,3,3,2,2,1,2,0,2,0
STU6609,1,1,17,3,3,3,2,3,3,3,3,3,1
STU6610,0,1,1,2,2,2,2,2,2,2,2,2,0
STU6611,0,1,89,4,4,4,4,4,4,4,5,5,1
STU6589,1,1,5,2,2,2,2,2,2,4,2,2,0
STU6590,0,1,98,4,3,3,3,4,4,4,4,4,1
STU6591,0,1,1,3,3,2,2,3,3,3,3,3,1
STU6592,0,1,1,2,2,2,1,2,2,2,2,2,0
STU6593,0,1,19,3,2,2,0,3,3,2,3,3,1
STU6594,1,1,5,2,2,3,3,3,3,3,2,0,0
STU6585,0,1,11,3,0,3,2,2,3,3,3,3,0
STU6586,1,1,41,4,4,3,4,4,3,4,4,4,1
STU6561,1,1,42,2,2,0,1,2,2,4,2,3,0
STU6562,1,1,41,3,3,3,3,2,3,4,3,3,1
STU6537,1,1,33,2,0,2,2,2,2,3,0,2,0
STU6538,1,1,5,3,2,2,0,3,2,4,3,3,0
STU6539,0,1,87,2,2,2,0,2,2,3,2,3,0
STU6577,0,1,41,3,3,2,2,0,0,4,2,3,0
STU6578,0,1,19,2,2,2,2,0,2,3,2,3,0
STU6579,1,1,2,3,2,2,2,2,3,3,2,3,1
STU6580,0,1,15,3,2,3,2,3,3,3,3,2,1
STU6581,0,1,1,2,2,2,2,2,2,2,3,2,0
STU6582,1,1,98,3,3,2,3,3,2,2,2,3,1
STU6583,1,1,17,3,3,3,2,3,3,4,4,3,1
STU6564,0,1,15,3,3,4,3,3,3,4,3,3,1
STU6565,1,1,17,2,2,2,2,1,2,2,3,3,0
STU6566,0,1,85,3,2,2,3,3,3,3,3,3,1
STU6567,0,1,16,2,0,2,2,2,2,3,0,0,0
STU6568,1,1,42,3,3,3,3,3,3,4,3,3,1
STU6569,0,1,17,3,3,4,3,3,4,3,4,4,1
STU6570,1,1,42,3,4,3,2,3,3,4,3,3,1
STU6571,1,1,5,3,2,3,3,3,3,4,2,0,0
STU6572,0,1,45,3,3,2,2,2,2,5,2,3,1
STU6574,1,1,17,2,2,0,1,2,2,2,2,2,0
STU6575,1,1,15,2,2,3,2,2,2,3,2,2,0
STU6552,0,1,2,4,4,4,3,3,3,4,4,4,1
STU6553,0,1,2,3,2,2,2,3,3,3,3,3,1
STU6556,0,1,45,3,2,2,2,2,2,4,4,3,1
STU6557,0,1,78,3,0,0,0,3,3,4,3,4,0
STU6558,0,1,87,3,3,3,3,3,3,4,2,4,1
STU6559,0,1,44,2,2,2,2,2,0,3,2,2,0
STU6541,1,1,2,2,3,2,2,0,0,4,0,0,0
STU6542,1,1,45,4,4,4,4,4,4,4,4,4,1
STU6543,1,1,95,2,2,2,2,1,2,2,3,3,0
STU6544,1,1,2,2,2,2,2,0,2,2,0,0,0
STU6545,1,1,98,3,3,2,3,3,3,3,2,2,0
STU6546,0,1,19,2,2,0,2,2,2,3,2,2,0
STU6547,0,1,5,3,0,2,0,3,3,3,3,3,0
STU6549,1,1,85,2,2,2,3,2,2,3,2,2,0
STU6550,1,1,17,3,3,2,2,0,3,3,3,2,0
STU6532,1,1,17,2,2,2,0,2,0,3,3,2,0
STU6533,0,1,3,3,2,3,3,3,3,3,3,3,1
STU6534,0,1,17,3,3,3,2,3,3,3,3,3,1
STU6535,0,1,18,3,2,2,3,3,3,3,3,3,1
STU6488,1,1,5,3,2,1,0,3,0,4,3,3,0
STU5802,0,1,5,4,4,4,3,5,5,3,4,4,1
STU6530,0,1,89,3,3,0,2,2,2,4,2,3,0
STU6527,0,1,29,3,2,2,2,3,2,3,3,3,0
STU6528,1,1,42,4,4,4,4,4,3,4,3,4,1
STU6521,1,1,17,3,3,3,3,3,3,4,3,3,1
STU6522,0,1,97,4,3,3,4,4,3,5,4,3,1
STU6523,1,1,1,3,3,3,3,3,3,3,3,3,1
STU6524,1,1,98,3,3,0,3,2,2,4,2,3,0
STU6525,1,1,17,2,3,2,2,2,2,3,3,2,0
STU6513,1,1,17,3,3,3,3,3,3,4,4,3,1
STU6514,1,1,85,2,2,2,3,2,2,3,3,3,0
STU6515,1,1,19,3,3,2,2,2,2,3,2,2,1
STU6516,0,1,16,2,2,2,2,2,2,2,2,2,0
STU6517,0,1,3,3,2,2,3,3,3,3,3,3,1
STU6518,1,1,17,4,4,4,3,3,4,3,4,3,1
STU6519,1,1,41,4,4,4,5,4,4,4,4,4,1
STU6510,1,1,89,3,3,3,2,2,2,2,3,3,0
STU6511,1,1,14,3,3,3,3,3,2,4,4,4,1
STU6469,1,1,77,3,2,2,1,2,2,3,2,3,0
STU6477,1,1,78,3,3,3,2,3,3,4,3,4,1
STU6478,0,1,87,2,2,2,2,2,2,2,2,3,0
STU6498,1,1,41,3,3,2,3,2,2,4,3,4,1
STU6499,1,1,89,3,3,2,2,3,3,5,3,3,1
STU6501,1,1,2,3,3,3,2,3,3,3,2,2,0
STU6502,1,1,45,3,2,2,3,3,3,5,4,3,1
STU6503,1,1,89,3,4,3,3,3,3,4,3,3,1
STU6504,1,1,41,3,2,2,2,2,2,4,3,3,1
STU6505,1,1,18,2,3,2,2,2,2,2,0,2,0
STU6506,1,1,95,3,3,3,2,3,3,3,3,4,1
STU6507,1,1,89,3,3,3,2,3,3,4,3,3,1
STU6490,1,1,17,2,2,2,2,0,3,3,3,2,0
STU6490,1,1,17,2,2,2,2,0,3,3,3,2,0
STU6491,1,1,98,3,3,3,3,2,2,4,2,0,0
STU6492,0,1,4,3,2,3,2,3,3,3,3,3,1
STU6493,1,1,14,4,4,3,4,4,3,4,4,4,1
STU6494,1,1,42,3,3,3,2,2,3,5,3,4,1
STU6495,1,1,30,2,0,2,2,2,2,2,2,2,0
STU6496,0,1,17,3,4,4,2,3,4,4,4,3,1
STU6480,0,1,11,3,2,2,2,2,3,3,2,3,0
STU6481,1,1,98,3,3,2,3,3,3,2,3,3,1
STU6482,1,1,98,4,4,4,3,4,4,4,4,3,1
STU6483,0,1,89,3,2,2,2,3,2,5,3,4,0
STU6484,0,1,17,3,2,3,2,3,3,3,3,3,1
STU6485,0,1,96,3,3,3,3,3,3,4,3,3,1
STU6486,1,1,29,2,2,2,2,2,0,2,2,2,0
STU6471,0,1,89,3,4,3,3,3,2,5,3,4,1
STU6472,0,1,5,1,1,0,2,0,0,3,2,1,0
STU6473,1,1,41,3,3,2,2,2,3,4,3,3,1
STU6474,0,1,2,3,3,3,2,3,2,3,3,3,1
STU6475,1,1,78,3,3,2,2,0,3,4,3,2,1
STU6465,1,1,2,2,2,2,2,2,0,3,2,0,0
STU6466,1,1,89,3,3,3,2,3,2,5,3,3,1
STU6438,1,1,77,3,4,3,2,3,3,5,3,4,1
STU6460,0,1,15,3,2,3,2,3,3,3,3,3,1
STU6461,1,1,17,3,2,3,2,2,3,4,4,3,1
STU6462,1,1,42,2,2,1,0,2,0,5,0,2,0
STU6463,0,1,1,2,2,2,0,0,3,3,2,2,0
STU6440,0,1,11,3,3,3,2,2,3,3,2,3,1
STU6441,1,1,2,3,3,3,2,3,4,3,3,4,1
STU6442,1,1,41,3,3,3,3,2,2,4,3,3,1
STU6443,1,1,17,3,2,3,3,3,3,3,3,3,1
STU6444,0,1,44,2,3,2,0,2,0,3,3,3,0
STU6445,1,1,2,3,2,3,2,3,2,3,3,3,1
STU6447,0,1,1,2,2,0,2,2,2,2,2,2,0
STU6448,0,1,89,3,3,2,3,3,3,4,4,4,1
STU6449,1,1,14,3,3,3,4,4,3,4,4,3,1
STU6450,1,1,92,3,3,3,4,3,4,4,4,3,1
STU6451,1,1,44,2,3,2,2,2,0,4,0,2,0
STU6452,1,1,30,3,2,2,3,3,3,3,3,4,1
STU6453,0,1,25,3,2,2,2,3,2,4,3,3,1
STU6454,1,1,29,2,2,2,2,2,2,3,0,2,0
STU6456,0,1,17,3,4,3,3,3,3,4,4,3,1
STU6457,1,1,95,3,3,3,2,3,3,3,3,4,1
STU6458,0,1,15,2,2,2,2,2,2,3,2,3,0
STU6435,0,1,18,3,2,2,3,3,2,4,3,4,1
STU6436,1,1,17,3,2,3,3,3,4,3,3,3,1
STU6430,1,1,89,2,2,2,2,0,2,5,2,2,0
STU6430,1,1,89,2,2,2,2,0,2,5,2,2,0
STU6431,0,1,87,3,2,3,3,3,3,3,3,3,1
STU6432,0,1,19,3,2,3,3,2,3,3,3,3,1
STU6410,1,1,5,2,2,3,2,3,2,2,1,0,0
STU6411,0,1,44,3,3,3,2,2,2,3,2,3,1
STU6412,1,1,17,3,2,2,2,2,3,4,3,3,1
STU6414,1,1,29,2,0,2,0,3,0,2,0,2,0
STU6415,1,1,24,3,3,3,2,3,3,3,3,3,1
STU6416,0,1,96,3,3,2,3,3,3,4,4,4,1
STU6417,1,1,44,2,2,2,0,0,2,3,2,2,0
STU6418,1,1,17,3,3,3,3,3,3,3,3,3,1
STU6419,1,1,10,3,2,2,2,4,4,3,3,4,1
STU6420,0,1,5,3,2,3,2,3,2,3,3,3,0
STU6421,0,1,17,3,3,3,3,3,3,3,4,3,1
STU6422,0,1,77,3,3,3,3,3,3,5,3,4,1
STU6423,1,1,42,3,3,3,2,2,2,5,3,3,1
STU6424,0,1,19,2,2,0,2,2,2,2,2,3,0
STU6425,1,1,2,2,1,0,2,2,0,2,2,2,0
STU6426,0,1,96,4,4,4,3,4,3,4,4,4,1
STU6427,1,1,5,4,3,4,2,4,4,4,3,4,1
STU6428,1,1,95,4,3,3,4,3,4,4,4,4,1
STU6403,0,1,97,3,3,2,3,3,3,3,3,3,1
STU6404,1,1,17,3,2,2,2,3,3,3,3,4,1
STU6405,0,1,24,3,2,3,2,2,3,4,3,3,1
STU6406,0,1,41,4,4,4,4,4,3,4,3,4,1
STU6407,0,1,45,2,2,2,2,2,0,3,2,0,0
STU6408,1,1,33,2,0,0,2,2,2,3,2,3,0
STU6397,0,1,4,3,2,2,0,2,2,3,3,3,0
STU6398,1,1,98,3,3,3,3,3,3,4,3,3,1
STU6399,1,1,45,4,3,3,3,3,3,4,4,4,1
STU6400,1,1,44,2,2,2,2,3,2,3,2,3,0
STU6394,0,1,25,3,3,3,3,3,2,4,3,4,1
STU6395,1,1,98,3,4,3,3,3,3,4,3,3,1
STU6364,1,1,19,3,3,3,2,2,3,3,3,3,1
STU6365,1,1,19,2,2,3,2,2,2,2,2,2,0
STU6384,0,1,5,2,2,2,2,2,2,3,3,2,0
STU6385,1,1,89,3,3,3,2,3,3,3,3,3,1
STU6386,0,1,19,2,0,2,0,2,3,3,2,3,0
STU6387,1,1,87,2,2,2,1,2,0,2,2,1,0
STU6388,0,1,44,3,3,2,2,2,2,3,3,3,1
STU6389,1,1,15,3,2,2,2,3,2,2,2,4,1
STU6391,1,1,14,3,4,3,3,3,2,4,3,4,1
STU6392,0,1,1,2,2,2,2,2,2,2,2,3,0
STU6377,1,1,5,3,3,3,3,3,3,4,2,2,0
STU6378,1,1,18,3,3,3,3,3,2,4,3,3,1
STU6379,1,1,97,3,3,2,3,2,2,4,2,2,1
STU6380,0,1,14,3,3,3,4,3,3,4,4,3,1
STU6381,1,1,33,2,2,2,2,2,2,3,2,3,0
STU6350,0,1,45,3,3,2,2,3,3,4,3,2,1
STU6346,1,1,41,3,3,3,2,3,3,4,4,4,1
STU6347,0,1,45,2,2,2,2,0,2,3,2,3,0
STU6367,0,1,14,3,3,3,4,3,3,4,4,3,1
STU6368,0,1,97,3,2,2,3,2,2,5,3,3,1
STU6369,0,1,1,2,2,2,2,0,2,2,2,2,0
STU6370,1,1,2,4,3,3,3,4,4,3,4,4,1
STU6372,1,1,41,3,4,4,3,2,2,3,4,3,1
STU6373,1,1,5,3,3,3,3,3,3,4,4,3,1
STU6374,0,1,44,3,3,2,3,4,3,3,3,3,1
STU6375,1,1,87,2,2,2,2,2,0,3,3,2,0
STU6355,0,1,98,3,3,2,3,3,3,3,3,4,1
STU6356,1,1,89,3,3,2,3,2,2,3,3,3,1
STU6358,0,1,86,3,2,2,3,2,2,3,3,3,1
STU6360,1,1,5,3,3,3,2,3,3,4,3,4,1
STU6361,1,1,4,3,2,2,2,2,2,3,3,3,1
STU6362,0,1,77,3,3,2,0,3,2,4,2,3,0
STU6344,1,1,1,3,2,2,3,3,3,3,3,4,1
STU6302,0,1,97,3,2,2,2,2,2,4,3,3,1
STU6303,1,1,41,3,3,2,2,2,3,3,3,4,1
STU6337,0,1,96,3,3,2,3,2,3,4,3,3,1
STU6338,0,1,19,2,2,2,2,2,2,3,2,2,0
STU6339,1,1,19,3,3,4,3,3,3,3,3,2,1
STU6341,0,1,15,3,2,3,3,3,3,3,3,3,1
STU6333,0,1,44,2,2,2,2,2,0,4,2,0,0
STU6335,1,1,5,3,0,0,2,4,3,3,3,4,0
STU6325,0,1,5,2,1,1,3,0,2,3,2,0,0
STU6326,0,1,17,3,3,3,3,3,4,3,3,4,1
STU6327,1,1,1,3,2,2,2,2,3,3,2,3,1
STU6328,1,1,1,2,2,2,1,1,3,2,2,1,0
STU6329,0,1,19,2,2,2,0,2,2,3,2,2,0
STU6313,0,1,14,3,3,3,3,3,2,3,4,3,1
STU6314,0,1,89,3,3,2,2,2,2,4,3,3,1
STU6315,1,1,11,2,3,2,2,2,2,2,2,2,0
STU6316,1,1,1,3,2,2,3,3,3,3,3,3,1
STU6317,0,1,89,3,3,2,3,3,3,5,3,4,1
STU6318,0,1,41,4,4,3,3,3,3,5,4,4,1
STU6319,0,1,17,3,3,3,3,3,4,3,3,3,1
STU6320,1,1,95,3,3,2,2,3,2,3,2,3,1
STU6321,1,1,4,4,3,4,5,5,4,4,4,3,1
STU6322,1,1,14,3,3,2,3,3,2,3,3,4,1
STU6323,1,1,14,3,3,3,3,3,2,3,3,3,1
STU6305,1,1,14,2,3,2,2,2,2,2,2,3,1
STU6306,1,1,17,2,2,2,2,0,0,2,2,2,0
STU6307,1,1,77,3,3,2,2,3,2,5,3,4,1
STU6308,1,1,5,4,3,4,5,4,4,4,3,4,1
STU6309,1,1,41,3,3,3,3,3,2,4,2,2,0
STU6310,0,1,97,3,3,3,4,3,3,4,3,4,1
STU6300,0,1,95,2,2,2,0,3,2,2,2,3,0
STU6287,0,1,97,4,3,3,4,3,4,4,4,4,1
STU6288,0,1,45,3,3,2,3,3,3,4,4,3,1
STU6289,0,1,77,3,2,2,2,2,0,4,2,3,1
STU6290,1,1,17,3,4,3,2,2,2,3,3,3,1
STU6291,0,1,98,3,3,2,3,2,3,4,3,3,1
STU6292,0,1,17,4,4,4,3,4,5,4,4,4,1
STU6293,1,1,14,4,4,3,4,4,3,4,4,4,1
STU6294,0,1,14,3,3,3,3,3,3,3,4,5,1
STU6295,0,1,25,3,2,2,0,2,0,3,3,3,0
STU6296,1,1,44,2,2,2,0,2,2,4,3,3,0
STU6297,0,1,96,3,2,2,3,3,2,4,3,3,1
STU6298,1,1,4,2,2,3,2,2,2,3,2,3,0
STU6278,0,1,4,2,2,2,2,3,2,3,3,2,0
STU6279,0,1,4,3,2,2,2,2,3,3,3,3,1
STU6280,0,1,97,4,2,3,4,4,4,5,4,4,1
STU6281,1,1,19,3,2,2,2,2,3,3,2,3,1
STU6283,1,1,14,3,4,3,3,4,2,3,3,3,1
STU6284,1,1,98,3,4,3,3,3,3,3,2,3,1
STU6285,0,1,95,2,1,0,2,2,2,3,2,3,0
STU6273,1,1,44,2,2,2,0,2,0,4,2,3,0
STU6274,1,1,14,3,3,3,3,3,3,3,3,3,1
STU6275,1,1,87,3,3,3,3,3,3,3,3,3,0
STU6276,1,1,17,3,2,2,2,3,3,3,3,3,1
STU6271,1,1,41,4,3,3,4,4,3,4,4,4,1
STU6257,0,1,44,3,3,3,3,3,3,5,4,4,1
STU6258,1,1,14,3,3,2,3,3,2,3,3,3,1
STU6259,0,1,45,2,2,2,0,2,2,4,3,2,0
STU6260,0,1,14,3,3,2,3,3,3,3,3,3,1
STU6263,0,1,19,3,2,2,2,2,3,3,3,3,1
STU6264,0,1,15,3,3,3,3,3,3,3,3,3,1
STU6266,1,1,41,3,3,2,2,0,2,4,3,3,1
STU6267,0,1,92,3,2,3,4,3,4,4,3,3,1
STU6254,1,1,98,3,3,3,2,2,3,3,2,3,1
STU6255,0,1,45,2,2,2,2,2,2,3,3,2,0
STU6252,1,1,16,2,2,0,2,0,0,2,2,2,0
STU6250,1,1,44,3,3,2,3,2,2,4,3,3,1
STU6237,0,1,97,2,2,0,3,2,0,4,0,2,0
STU6238,0,1,96,3,3,2,2,0,2,4,3,2,0
STU6239,0,1,87,3,2,3,3,3,3,3,3,3,1
STU6240,1,1,77,3,3,3,2,3,3,3,3,3,1
STU6241,0,1,5,3,2,2,2,4,3,2,2,2,0
STU6242,1,1,78,3,2,2,2,2,2,4,3,3,1
STU6243,0,1,14,3,0,2,2,2,2,3,4,4,0
STU6244,0,1,97,3,2,2,3,3,3,5,3,3,1
STU6245,0,1,15,3,3,3,2,3,3,3,3,3,1
STU6246,0,1,45,3,3,2,2,2,2,4,3,3,1
STU6247,1,1,78,2,2,2,0,2,0,3,3,3,0
STU6248,1,1,77,3,3,3,2,2,2,2,4,4,1
STU6231,1,1,98,3,3,2,3,2,2,3,2,3,1
STU6232,0,1,96,2,2,3,2,0,2,3,1,2,0
STU6234,1,1,98,3,3,3,3,3,3,4,2,3,1
STU6235,0,1,96,3,2,3,3,2,2,3,3,2,0
STU6227,1,1,87,3,2,2,2,2,2,3,3,3,1
STU6228,1,1,98,2,2,2,2,2,2,3,3,3,0
STU6229,0,1,45,3,2,2,3,3,3,5,4,3,1
STU6210,1,1,44,3,4,3,2,2,2,5,3,3,1
STU6222,1,1,78,3,2,2,2,2,2,4,3,3,1
STU6223,1,1,42,2,2,0,0,2,0,4,2,2,0
STU6224,1,1,44,2,2,2,2,2,2,3,2,3,0
STU6212,0,1,5,3,2,3,2,2,2,4,2,2,1
STU6213,0,1,19,2,2,0,2,0,2,2,2,2,0
STU6214,1,1,5,2,2,2,0,0,2,2,0,0,0
STU6215,0,1,89,3,3,2,2,0,2,4,2,3,0
STU6216,0,1,98,3,3,2,3,3,3,4,3,4,1
STU6217,1,1,5,3,3,3,3,3,3,4,4,3,1
STU6218,0,1,5,3,2,3,3,3,3,4,3,4,1
STU6219,1,1,97,2,2,2,3,2,2,3,2,2,0
STU6207,1,1,5,2,2,2,2,3,2,4,2,2,0
STU6194,1,1,17,4,3,4,3,4,3,4,4,4,1
STU6195,0,1,5,3,3,3,2,3,3,4,3,4,1
STU6188,0,1,9,4,0,0,0,0,2,4,4,4,0
STU6189,1,1,5,4,4,4,4,4,4,5,5,4,1
STU6191,0,1,5,3,2,3,2,3,2,4,3,3,1
STU6199,1,1,17,2,2,2,2,2,2,2,2,2,0
STU6200,0,1,2,2,2,3,2,3,2,3,2,3,0
STU6201,0,1,2,2,2,2,0,2,1,3,2,2,0
STU6202,0,1,5,3,0,2,3,2,2,3,3,3,0
STU6203,0,1,17,2,2,0,2,0,2,3,2,3,0
STU6204,0,1,5,3,1,3,2,2,2,3,3,2,0
STU6183,1,1,41,3,3,3,3,3,3,4,3,3,1
STU6184,1,1,29,3,3,2,3,3,3,4,2,3,1
STU6185,1,1,30,2,2,2,2,2,2,2,3,2,0
STU6186,0,1,5,3,3,3,3,3,3,4,3,3,1
STU6180,1,1,5,3,3,3,2,3,3,4,4,3,1
STU6181,1,1,42,3,3,3,3,3,2,3,3,3,1
STU6178,1,1,87,1,2,2,1,0,2,0,0,0,0
STU6175,1,1,5,3,2,4,3,3,3,4,3,3,1
STU6176,0,1,45,2,3,2,1,2,2,4,0,2,0
STU6173,1,1,41,3,3,3,3,2,2,4,2,3,1
STU6169,1,1,5,3,3,3,2,3,3,4,3,4,1
STU6170,1,1,87,3,2,3,3,2,2,3,3,3,0
STU6171,1,1,5,4,3,4,4,4,4,4,4,4,1
STU6167,1,1,5,3,3,2,3,2,2,3,3,2,0
STU6164,0,1,97,3,2,2,3,3,2,5,3,3,1
STU6132,0,1,19,3,3,3,2,3,4,4,3,3,1
STU6133,0,1,2,2,2,3,2,0,2,3,3,3,0
STU6134,1,1,1,2,2,2,2,2,2,2,2,3,0
STU6135,0,1,1,3,2,2,2,3,3,3,3,3,1
STU6156,1,1,17,2,2,0,2,2,2,3,2,2,0
STU6157,1,1,17,3,3,3,2,2,3,3,2,3,1
STU6158,0,1,1,3,3,2,3,3,3,3,2,3,1
STU6159,1,1,1,3,2,2,2,2,3,3,3,3,1
STU6160,1,1,19,3,2,2,2,2,2,3,3,3,1
STU6162,1,1,17,3,3,2,2,2,2,3,3,3,1
STU6122,1,1,17,3,3,3,3,3,4,3,3,3,1
STU6123,1,1,45,3,3,2,3,3,3,4,4,4,1
STU6124,0,1,16,2,2,2,2,1,2,3,2,2,0
STU6125,0,1,1,2,2,2,2,2,2,0,0,0,0
STU6126,0,1,17,2,2,3,0,2,2,2,2,2,0
STU6127,0,1,17,2,2,2,2,2,2,3,2,2,0
STU6128,0,1,16,3,2,3,2,2,2,3,3,3,1
STU6129,0,1,16,2,2,2,2,2,2,3,3,2,0
STU6130,0,1,17,2,0,2,0,2,2,3,2,2,0
STU6137,0,1,1,3,2,3,2,2,2,3,3,3,1
STU6138,0,1,19,2,2,2,1,2,2,2,2,3,0
STU6139,0,1,17,3,3,3,2,2,2,3,3,2,1
STU6140,1,1,1,3,2,2,3,3,3,3,3,3,1
STU6141,0,1,17,3,3,2,2,3,3,3,3,3,1
STU6143,1,1,16,2,2,2,2,0,2,3,3,2,0
STU6144,1,1,17,2,2,2,2,3,3,2,2,2,0
STU6145,1,1,1,1,0,0,0,1,0,2,1,1,0
STU6146,0,1,17,4,3,4,3,4,4,4,4,3,1
STU6147,1,1,14,3,3,2,3,2,2,3,3,4,1
STU6148,1,1,1,2,2,2,2,2,3,2,2,0,0
STU6149,1,1,17,3,3,2,2,2,2,3,3,2,1
STU6150,0,1,1,3,3,3,3,3,3,3,3,3,1
STU6151,0,1,1,3,3,3,3,3,3,3,3,3,1
STU6152,1,1,1,3,2,2,2,3,3,3,2,2,1
STU6153,0,1,1,3,3,3,3,3,3,3,4,4,1
STU6154,0,1,1,2,2,2,2,2,0,2,2,2,0
STU6103,1,1,2,2,0,2,2,0,2,3,0,2,0
STU6104,0,1,17,3,3,3,3,2,3,3,3,3,1
STU6105,1,1,17,2,3,2,2,0,2,3,3,2,0
STU6106,1,1,87,2,2,3,2,0,2,0,0,0,0
STU6107,0,1,15,3,2,3,3,3,3,3,3,3,1
STU6108,1,1,17,2,3,2,2,2,3,2,3,2,0
STU6109,0,1,17,2,2,2,1,1,2,3,3,2,0
STU6110,1,1,17,2,2,2,0,0,2,2,2,0,0
STU6111,1,1,15,3,3,3,2,3,3,3,2,3,1
STU6112,0,1,17,3,3,3,2,3,3,3,2,2,0
STU6113,0,1,17,2,0,2,0,2,0,3,3,3,0
STU6115,1,1,2,4,3,4,4,5,3,3,5,2,0
STU6117,0,1,1,3,2,2,2,3,3,3,3,3,1
STU6118,1,1,17,3,3,3,3,3,4,3,3,3,1
STU6119,0,1,1,3,3,3,3,2,3,2,2,3,1
STU6101,0,1,2,2,2,2,2,3,3,3,2,2,0
STU6088,0,1,18,3,2,3,2,3,2,3,2,3,0
STU6085,0,1,5,3,2,3,3,3,3,4,3,4,1
STU6094,0,1,2,3,3,3,0,3,3,3,3,3,1
STU6095,0,1,15,2,2,2,2,3,2,3,3,3,1
STU6096,0,1,2,3,2,2,2,3,3,2,2,2,0
STU6097,1,1,2,3,2,2,2,4,3,3,2,2,0
STU6098,0,1,2,3,2,3,2,2,2,3,3,3,1
STU6099,0,1,2,2,0,2,1,0,2,3,2,3,0
STU6077,0,1,3,3,2,3,2,3,3,4,3,3,1
STU6078,1,1,14,4,3,4,4,4,3,4,4,3,1
STU6079,0,1,97,3,3,3,3,3,4,5,3,3,1
STU6080,1,1,18,2,2,2,2,2,2,3,0,2,0
STU6081,1,1,97,3,3,3,2,3,3,4,3,3,1
STU6082,1,1,5,2,2,2,3,3,3,3,0,0,0
STU6083,1,1,14,3,2,2,3,3,2,3,2,3,1
STU6069,0,1,4,2,2,0,0,3,0,2,2,2,0
STU6070,0,1,18,3,2,3,3,3,3,3,3,3,1
STU6071,0,1,5,3,2,3,3,3,3,3,3,3,1
STU6073,0,1,14,3,4,4,4,3,3,4,3,4,1
STU6074,0,1,5,3,2,3,3,4,3,4,3,4,1
STU6075,0,1,5,3,2,3,3,3,3,4,3,4,1
STU6064,0,1,77,3,3,2,2,3,2,4,3,3,1
STU6066,0,1,17,3,3,2,2,3,4,3,3,3,1
STU6060,0,1,45,4,3,3,3,4,4,4,4,3,1
STU6061,0,1,18,2,0,2,2,2,2,3,2,2,0
STU6062,0,1,33,2,1,0,2,2,2,3,2,3,0
STU6055,0,1,45,2,2,2,2,2,2,4,2,2,0
STU6056,0,1,4,3,2,3,2,3,3,3,3,3,0
STU6057,0,1,15,3,2,3,2,3,3,3,3,3,1
STU6058,0,1,77,3,3,3,3,3,3,4,3,4,1
STU6040,0,1,1,2,0,2,2,2,2,2,2,2,0
STU6041,0,1,1,2,2,2,2,0,2,2,2,2,0
STU6042,0,1,1,2,2,2,0,2,0,2,2,2,0
STU6043,1,1,42,3,4,3,3,3,3,4,2,3,0
STU6044,1,1,97,1,2,0,2,0,2,0,0,0,0
STU6045,0,1,77,3,3,4,3,3,3,4,3,4,1
STU6046,0,1,92,3,2,3,3,3,4,4,3,3,1
STU6047,0,1,15,3,3,3,2,3,3,3,3,3,1
STU6048,0,1,1,2,2,2,2,2,3,2,3,2,0
STU6049,0,1,14,3,3,2,3,3,2,3,3,3,1
STU6050,0,1,97,3,2,2,3,2,2,5,3,3,1
STU6036,1,1,4,3,2,3,3,3,3,3,3,3,1
STU6037,0,1,15,3,3,4,3,3,3,3,3,3,1
STU6038,1,1,4,2,2,2,0,2,2,3,3,2,0
STU6019,1,1,24,3,3,4,2,3,3,3,3,3,1
STU6020,0,1,24,2,2,2,0,0,2,2,2,3,0
STU6009,0,1,45,3,3,2,2,2,2,5,3,3,1
STU6010,0,1,78,2,2,2,2,2,2,4,3,3,1
STU5969,1,1,77,2,3,2,0,2,2,2,3,2,0
STU6014,1,1,42,4,4,3,0,0,3,4,2,4,0
STU6015,1,1,33,3,2,2,2,2,3,4,2,3,1
STU6016,1,1,97,3,3,3,4,3,4,5,3,3,1
STU6017,0,1,33,2,1,2,2,3,2,2,2,3,0
STU6024,0,1,24,3,2,3,2,2,2,3,3,3,1
STU6025,0,1,24,3,3,4,2,2,3,4,3,3,1
STU6026,0,1,24,3,3,2,2,2,3,3,3,4,1
STU6027,0,1,4,3,2,3,3,2,3,3,2,3,1
STU6028,0,1,15,3,2,3,2,2,3,3,3,3,1
STU6029,1,1,3,2,2,0,3,2,3,1,2,1,0
STU6030,0,1,15,3,2,3,2,2,2,3,2,4,1
STU6031,1,1,14,3,3,3,3,3,2,3,3,3,1
STU6032,1,1,30,2,2,2,2,2,2,3,2,2,0
STU6033,0,1,15,3,3,3,2,2,2,3,3,3,1
